move_id,move_num,character_id,move_category_id,move_name,move_name_kana,command,startup_frame,active_frame,hit_frame,block_frame,attribute,effect_id_1,effect_id_2,effect_id_3,effect_id_4,effect_id_5,remarks_1,remarks_2,remarks_3,remarks_4,remarks_5
02752,106,210,011,(共通動作)横転,おうてん,ダウン中にlp,,,,,,,,,,,orcrlp,lpxn(orcrlpxn)で起き上がらずダウンへ,,,
02753,107,210,011,(共通動作)起き上がり下段キック,おきあがりげだんキック,ダウン中にlk,22,22 - 22,7,-9,下,,,,,,or 横転中にlkor 前転中にlk,,,,
02754,108,210,011,(共通動作)起き上がり中段キック,おきあがりちゅうだんキック,ダウン中にrk,22,22 - 22,9,-9,中,,,,,,or 横転中にrkor 前転中にrk,,,,
02755,109,210,011,(共通動作)スプリング攻撃,スプリングこうげき,仰向けダウン中にwk,19,19 - 30,5,-22,中,,,,,,or 横転中にwk,,,,
02756,110,210,011,(共通動作)牽制キック,けんせいキック,仰向けダウン中にcrlk,13,13 - 13,-3,-18,下,,,,,,orcrrk,,,,
02757,111,210,011,(共通動作)後方起き上がり,こうほうおきあがり,ダウン中にah,,,,,,,,,,,,,,,
02758,112,210,011,(共通動作)その場起き上がり,そのばおきあがり,ダウン中にwu,,,,,,,,,,,orzb,,,,
02759,113,210,011,(共通動作)前転,ぜんてん,仰向けダウン中にdk,,,,,,,,,,,,,,,
02760,114,210,011,(共通動作)起き上がりクロスチョップ,おきあがりクロスチョップ,前転中にwp,19,19 - 24,D,2,中,6,,,,,,,,,
02761,115,210,006,デボーションキス,,相手に接近してwl,12,12 - 14,D,-3,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
02762,116,210,006,ソールスイープ,,相手に接近してwr,12,12 - 14,D,-3,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
02763,117,210,006,バウンススイング,,相手に左側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けlp,,,,
02764,118,210,006,スナップクラッシュ,,相手に右側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けrp,,,,
02765,119,210,006,ジャッジメントシグナル,,相手に背後から接近してwl(orwr),12,12 - 14,D,,投げ(上),,,,,,投げ抜け不能,,,,
02766,120,210,006,ラフレシア,,相手に接近してfjwp,12,12 - 12,D,-3,投げ(上),,,,,,投げ抜けwp,,,,
02767,121,210,006,ウインドアップシート,,(相手壁やられ中に)wl(orwr),12,12 - 14,D,,投げ(上),1,,,,,or(相手壁やられ中に)fjwp,投げ抜け不能,,,
02768,122,210,007,コントル・カウンター,,相手のパンチ攻撃に合わせてbawl(orbawr),,,D,,投げ,,,,,,,,,,
02769,123,210,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,,TR,,,2,,,,,,,,,
02770,1,220,172,ヒート中にできること１（共通）,,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,,,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
02771,2,220,172,ヒート中にできること２（共通）,,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
02772,3,220,172,ヒート中にできること３（共通）,,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート状態でLB(orij),,,,
02773,4,220,172,ヒート中にできること４（固有）,,パワーアップしたハンドガン技が使用可能,,,,,,,,,,,fowkrp、bawkwpなど,,,,
02774,5,220,172,ヒート中にできること５（固有）,,キスショットペネトレイターが使用可能,,,,,,,,,,,bawp,,,,
02775,6,220,001,ヒートバースト,,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,,,
02776,7,220,001,アコナイト,,forkrp,21,21 - 22,D,-9,中上,6,5,,,,ガード時削りダメージあり,forkxn(orwu)で横移動へ,,,
02777,8,220,001,迅脚掌破,じんきゃくしょうは,fowklp,14,14 - 14,D,-14,中中,6,5,,,,,,,,
02778,9,220,001,残響掌破,ざんきょうしょうは,bcwp,11,11 - 11,D,-14,上中,6,5,,,,,,,,
02779,10,220,001,双掌旋烈破,そうしょうせんれっぱ,fofodkwp,20,20 - 21,D,4,中,6,5,,,,ガード時削りダメージあり,,,,
02780,11,220,001,鰓切り,あぎとぎり,掌握ステップ(crfcfo)中にrp,16,16 - 17,D,-8,中,6,5,,,,,,,,
02781,12,220,001,キスショットペネトレイター,,ヒート状態でbawp,16,16 - 16,D,2,中中上,4,,,,,ヒート状態の残り時間を消費する,,,,
02782,13,220,001,バレット・アサシネーション,,ヒート状態でij,16,16 - 16,D,5,中上中,7,,,,,ヒートスマッシュ,ヒット時投げへ,ガード時dkで掌握スマッシュへ,,
02783,14,220,002,デス・バイ・ディグリーズ,,レイジ状態でfcwp,20,20 - 20,D,-15,中,3,4,,,,レイジアーツ,ヒット時相手の回復可能ゲージを消す,,,
02784,15,220,003,ワンツー掌打,,lprp,10,10 - 10,8,-3,上上,,,,,,lprpxn(orwu)で横移動へ,,,,
02785,16,220,003,スパーキングショット,,lprplpwp,10,10 - 10,D,-9,上上中上,6,,,,,ガード時削りダメージあり,lprpxn(orwu)で横移動へ,,,
02786,17,220,003,トリプルスマッシュ,,lprprk,10,10 - 10,D,-6,上上上,6,,,,,lprpxn(orwu)で横移動へ,,,,
02787,18,220,003,連撃双掌破,れんげきそうしょうは,lprpwp,10,10 - 10,D,-14,上上中,6,,,,,lprpxn(orwu)で横移動へ,,,,
02788,19,220,003,PKコンボ～アサシンブレード,,lprklp,10,10 - 10,15,-11,上上中,6,,,,,,,,,
02789,20,220,003,ライトストレート＆スパイダーニー,,rplk,10,10 - 10,D,-13,上中 投げ,,,,,,正面地上ヒット時腕挫腹固めへ,,,,
02790,21,220,003,ラピッドキックコンボ,,lklklkrk,14,14 - 14,D,-6,上上上上,6,,,,,,,,,
02791,22,220,003,レフトハイキック～螺旋双破,レフトハイキック～らせんそうは,lkrp,14,14 - 14,D,-9,上中,6,,,,,ガード時削りダメージあり,lkrpxnでキャンセルしてしゃがみへ,,,
02792,23,220,003,レフトハイ＆ライトハイキック,,lkrk,14,14 - 14,D,-6,上上,6,,,,,,,,,
02793,24,220,003,ライトハイキック～螺旋双破,ライトハイキック～らせんそうは,rkrp,11,11 - 11,D,-9,上中,6,,,,,ガード時削りダメージあり,rklpxnでキャンセルしてしゃがみへ,,,
02794,25,220,003,ハーリングキックコンボ,,rklk,11,11 - 11,5,-2,上中,8,,,,,空中ヒット時FB,,,,
02795,26,220,003,ハイキック＆ディグリーズアタック・ハンター,,rkrkrk,11,11 - 11,4,-12,上上下,8,,,,,,,,,
02796,27,220,003,ハイキック＆ディグリーズアタック・アサルト,,rkrkwk,11,11 - 11,D,-6,上上中中,,,,,,空中ヒット時FB,,,,
02797,28,220,003,レイハンズ,,wp,16,16 - 17,8,-3,中,1,,,,,,,,,
02798,29,220,003,フェイタルシュート,,wk,18,18 - 19,11,-10,中,6,1,,,,wkdkで掌握ステップへ,,,,
02799,30,220,003,アイボリーカッター,,uk,15,15 - 16,4,-5,中,8,,,,,ukdkで掌握ステップへ,空中ヒット時FB,,,
02800,31,220,003,スワロウテイル,,forplplk,13,13 - 13,TR,-15,上中中,2,,,,,,,,,
02801,32,220,003,コンビネーション・ミモザ,,forplprk,13,13 - 13,D,-3,上中上,6,,,,,,,,,
02802,33,220,003,レプラホーンキック,,folk,14,14 - 14,D,4,上上,6,,,,,,,,,
02803,34,220,003,アコナイト,,forkrp,21,21 - 22,D,-9,中上,6,5,,,,ガード時削りダメージあり,forkxn(orwu)で横移動へ,,,
02804,35,220,003,双掌破,そうしょうは,fowp,17,17 - 17,D,-14,中,6,5,,,,or 立ち途中にwp,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,,
02805,36,220,003,迅脚掌破,じんきゃくしょうは,fowklp,14,14 - 14,D,-14,中中,6,5,,,,,,,,
02806,37,220,003,クイックキスショット,,fowkヒット or ガード時にrp,30,30 - 30,D,-9,特殊中段×2,6,,,,,ガード時削りダメージあり,ヒート状態持続中はパワーアップ(ヒート状態の残り時間を消費する),,,
02807,38,220,003,アッパーストレート,,fclprp,13,13 - 14,2,-3,中上,,,,,,lprpからの攻撃に繋がる,fclprpxn(orwu)で横移動へ,fclprpdkで掌握ステップへ,,
02808,39,220,003,サイレントアッパー,,fcrp,15,15 - 16,浮,-7,中,,,,,,,,,,
02809,40,220,003,マクナスフォールコンボ,,fclklprp,14,14 - 14,D,-12,中上中,6,,,,,fclklpxn(orwu)でキャンセルして横移動へ,空中ヒット時FB,,,
02810,41,220,003,クリークアタックコンボ,,fclkrplprk,14,14 - 14,-2,-13,中上上下,,,,,,fclkrpxn(orwu)で横移動へ,fclkrpdkで掌握ステップへ,fclkrpahでスウェーへ,,
02811,42,220,003,クリークアタック＆ディバインキャノン,,fclkrplk,14,14 - 14,浮,-17,中上中,2,,,,,fclkrpxn(orwu)で横移動へ,fclkrpdkで掌握ステップへ,fclkrpahでスウェーへ,,
02812,43,220,003,クリークアタック＆ライトハイキック,,fclkrprk,14,14 - 14,D,-6,中上上,6,,,,,fclkrpxn(orwu)で横移動へ,fclkrpdkで掌握ステップへ,fclkrpahでスウェーへ,,
02813,44,220,003,バイセクションコンボ,,fclklk,14,14 - 14,2,-10,中中,8,,,,,空中ヒット時FB,,,,
02814,45,220,003,レッグスイープ,,fcwk,31,31 - 35,D,-37,下,,,,,,orcrcmrkor しゃがんだ状態でfcrk,,,,
02815,46,220,003,レイブキック,,crlprk,10,10 - 10,0,-11,特殊下段 中,,,,,,or しゃがんだ状態でlprk,,,,
02816,47,220,003,カットバーティカルスリット,,crrprp,20,20 - 20,D,-12,下中,6,2,,,,crrpdkで掌握ステップへ,,,,
02817,48,220,003,シットスピン＆ライトアッパー,,crlkrp,16,16 - 16,12,-11,下中,,,,,,or しゃがんだ状態でlkrporfjntxnlkrp,,,,
02818,49,220,003,シットスピン＆ハーリングキックコンボ,,crlkrklk,16,16 - 16,D,-7,下上中,6,,,,,or しゃがんだ状態でlkrklkorfjntxnlkrklk,,空中ヒット時FB,,
02819,50,220,003,ライトローキック＆バックスピンチョップ,,crrklp,12,12 - 12,6,0,下上,,,,,,or しゃがんだ状態でrklp,crrklpxn(orwu)でキャンセルして横移動へ,,,
02820,51,220,003,サイドステップスタッブ,,bcrp,24,24 - 25,8,-5,中,1,,,,,,,,,
02821,52,220,003,ヒールストローク,,bclk,20,20 - 20,4,-13,下,8,,,,,,,,,
02822,53,220,003,ディバインキャノンコンボ,,bcrklk,16,16 - 17,TR,-13,下中,2,,,,,,,,,
02823,54,220,003,残響掌破,ざんきょうしょうは,bcwp,11,11 - 11,D,-14,上中,6,5,,,,,,,,
02824,55,220,003,ディバインキャノン,,bcwk,18,18 - 19,浮,-17,中,2,,,,,or 立ち途中にwk,,,,
02825,56,220,003,ネックカッター＆グラスジョー,,balprk,12,12 - 13,7,-12,上中,2,,,,,,,,,
02826,57,220,003,BBラッシュ,,barprprp,12,12 - 12,9,-9,上上上,6,1,,,,barprprpxn(orwu)でキャンセルして横移動へ,,,,
02827,58,220,003,スティンガーレフトヒールコンボ,,balkrk,18,18 - 18,D,-8,中上,,,,,,1発目ヒット時KS,1発目空中ヒット時FB,,,
02828,59,220,003,スティンガーライトヒール,,bark,14,14 - 14,9,-9,上,,,,,,,,,,
02829,60,220,003,震通掌破,しんつうしょうは,bawp,16,16 - 16,崩,-4,中中,4,,,,,,,,,
02830,61,220,003,ミッシングエッジ～アサシンサマー,,bawklk,14,14 - 15,D,-15,上中,2,,,,,,,,,
02831,62,220,003,ミッシングエッジ～キスショット,,bawkwp,14,14 - 15,D,-9,上上,6,,,,,ガード時削りダメージあり,ヒート状態持続中はパワーアップ(ヒート状態の残り時間を消費する),,,
02832,63,220,003,リバースアイボリーカッター,,bauk,15,15 - 15,浮,-15,中中,2,,,,,,,,,
02833,64,220,003,キリングブレード,,bjlp,20,20 - 21,崩,-16,中,,,,,,,,,,
02834,65,220,003,ルーイナスヒール,,jurk,23,23 - 28,5,0,中,8,,,,,orbjrk,空中ヒット時FB,,,
02835,66,220,003,スカルスプリッター,,fjlp,26,26 - 26,崩,-5,中,,,,,,,,,,
02836,67,220,003,ステープラーウィップ,,fjrplp,18,18 - 19,浮,-13,中中,,,,,,空中ヒット時FB,,,,
02837,68,220,003,カタパルトキック,,fjlk,14,14 - 14,D,-10,中,6,,,,,,,,,
02838,69,220,003,ハンティングキックコンボ,,fjrklkrk,18,18 - 18,5,-6,上下上,,,,,,fjrklkrkxn(orwu)でキャンセルして横移動へ,,,,
02839,70,220,003,ボーンカッター,,fjwk,23,23 - 23,D,-23,中 投げ,,,,,,近距離正面ヒット時アキレス腱固めへ,,,,
02840,71,220,003,サンセットハンド,,fodkrp,14,14 - 14,D,-4,上,6,,,,,fodkrpdkで掌握ステップへ,,,,
02841,72,220,003,ファールキック,,fodklk,15,15 - 15,8,-14,中,,,,,,,,,,
02842,73,220,003,ニールキック,,fodkrk,28,28 - 32,9,16,中,8,,,,,クリーンヒット効果あり,空振りで自分にダメージ(回復可能),横転受け身可,空中ヒット時FB,
02843,74,220,003,双掌烈破,そうしょうれっぱ,fodkwp,22,22 - 23,D,-5,中,6,,,,,ガード時削りダメージあり,ホールドでパワーアップ,,,
02844,75,220,003,ハンティングスワン,,baahij,65,65 - 65,D,,ガード不能,,,,,,baijbabaでキャンセル,,,,
02845,76,220,003,エレクトリックレイ,,fofodklklk,20,20 - 21,D,-4,中中,,,,,,空中ヒット時FB,,,,
02846,77,220,003,スティングレイ,,fofodklkrk,20,20 - 21,D,-13,中中,,,,,,,,,,
02847,78,220,003,双掌旋烈破,そうしょうせんれっぱ,fofodkwp,20,20 - 21,D,4,中,6,5,,,,or 掌握ステップ中にdkwp,ガード時削りダメージあり,,,
02848,79,220,003,１０連コンボ,１０れんコンボ,fclkrplprprklkrkrprklk,14,14 - 14,,,中上上上上下下中下中,,,,,,,,,,
02849,80,220,004,気合溜め,きあいだめ,all,,,,,,,,,,,効果持続中はガードできない/自動カウンターヒット,,,,
02850,81,220,005,フラッピングホーネット,,立ち途中にlprk,13,13 - 14,D,-3,中中,,,,,,空中ヒット時FB,ガード時KS,,,
02851,82,220,005,フラッピングキスショット,,立ち途中にlpwp,13,13 - 14,D,-9,中上,,,,,,ガード時削りダメージあり,ヒート状態持続中はパワーアップ(ヒート状態の残り時間を消費する),,,
02852,83,220,005,パームアッパー,,立ち途中にrp,15,15 - 16,浮,-13,中,,,,,,,,,,
02853,84,220,005,スパイダーニー,,立ち途中にlk,13,13 - 13,D,-13,中 投げ,,,,,,正面地上ヒット時腕挫腹固めへ,,,,
02854,85,220,005,トゥースマッシュ～螺旋双破,,立ち途中にrkrp,11,11 - 12,D,-9,中中,6,,,,,ガード時削りダメージあり,立ち途中にrkrpxnでキャンセルしてしゃがみへ,,,
02855,86,220,005,ヘマトプスキスショット,,立ち途中にrklkwp,11,11 - 12,D,-9,中上上,6,,,,,ガード時削りダメージあり,ヒート状態持続中はパワーアップ(ヒート状態の残り時間を消費する),,,
02856,87,220,009,シェイクショット,,横移動中にlp,14,14 - 15,4,-10,中,,,,,,横移動中にlpdkで掌握ステップへ,横移動中にlpahでスウェーへ,,,
02857,88,220,009,ダブルショット,,横移動中にlprp,14,14 - 15,3,-3,中中,,,,,,横移動中にlpdkで掌握ステップへ,横移動中にlpahでスウェーへ,,,
02858,89,220,009,リフトショット,,横移動中にrp,13,13 - 14,浮,-14,中,,,,,,,,,,
02859,90,220,009,トランキライザー,,横移動中にrkrp,20,20 - 20,D,-7,下上,6,2,,,,ガード時削りダメージあり,,,,
02860,91,220,009,螺旋双破,らせんそうは,横移動中にwp,19,19 - 19,D,-8,中,,,,,,ガード時削りダメージあり,,,,
02861,92,220,009,スパイラルキスショット,,螺旋双破ヒット or ガード時にwp,30,30 - 30,D,-9,特殊中段×2,6,,,,,ガード時削りダメージあり,ヒート状態持続中はパワーアップ(ヒート状態の残り時間を消費する),,,
02862,93,220,010,ターンジャブ,,相手に背を向けてlp,8,8 - 8,3,-8,上,,,,,,正面向きlpからの攻撃に繋がる,,,,
02863,94,220,067,掌握ステップ,しょうあくステップ,crfcfo,,,,,,,,,,,crcmで動作をキャンセルして直接しゃがみへ,,,,
02864,95,220,067,ヘルブリンガー,,掌握ステップ中にdklp,14,14 - 16,3,1,上,,,,,,ガード時削りダメージあり,,,,
02865,96,220,067,鰓切り,あぎとぎり,掌握ステップ中にdkrp,16,16 - 17,D,-8,中,6,5,,,,,,,,
02866,97,220,067,サイドスリップ,,掌握ステップ中にdklk,19,19 - 28,0,-20,下,8,,,,,,,,,
02867,98,220,067,ラップウィングキスショット,,掌握ステップ中にdkrklkwp,14,14 - 14,D,-9,中上上,6,,,,,ガード時削りダメージあり,ヒート状態持続中はパワーアップ(ヒート状態の残り時間を消費する),,,
02868,99,220,067,デビルキッス,,掌握ステップ中にdkij,24,24 - 38,36,,ガード不能,,,,,,,,,,
02869,100,220,068,スウェー,,crbcba,,,,,,,,,,,,,,,
02870,101,220,068,ジグソーヒール,,スウェー中にrk,19,19 - 20,TR,-12,中,2,,,,,,,,,
02871,102,220,011,(共通動作)横転,おうてん,ダウン中にlp,,,,,,,,,,,orcrlp,lpxn(orcrlpxn)で起き上がらずダウンへ,,,
02872,103,220,011,(共通動作)起き上がり下段キック,おきあがりげだんキック,ダウン中にlk,22,22 - 22,7,-9,下,,,,,,or 横転中にlkor 前転中にlk,,,,
02873,104,220,011,(共通動作)起き上がり中段キック,おきあがりちゅうだんキック,ダウン中にrk,22,22 - 22,9,-9,中,,,,,,or 横転中にrkor 前転中にrk,,,,
02874,105,220,011,(共通動作)スプリング攻撃,スプリングこうげき,仰向けダウン中にwk,19,19 - 30,5,-22,中,,,,,,or 横転中にwk,,,,
02875,106,220,011,(共通動作)牽制キック,けんせいキック,仰向けダウン中にcrlk,13,13 - 13,-3,-18,下,,,,,,orcrrk,,,,
02876,107,220,011,(共通動作)後方起き上がり,こうほうおきあがり,ダウン中にah,,,,,,,,,,,,,,,
02877,108,220,011,(共通動作)その場起き上がり,そのばおきあがり,ダウン中にwu,,,,,,,,,,,orzb,,,,
02878,109,220,011,(共通動作)前転,ぜんてん,仰向けダウン中にdk,,,,,,,,,,,,,,,
02879,110,220,011,(共通動作)起き上がりクロスチョップ,おきあがりクロスチョップ,前転中にwp,19,19 - 24,D,2,中,6,,,,,,,,,
02880,111,220,006,四方投げ,しほうなげ,相手に接近してwl,12,12 - 14,D,-6,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
02881,112,220,006,居反,いぞり,相手に接近してwr,12,12 - 14,D,0,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
02882,113,220,006,居反肘落とし,いぞりひじおとし,居反中にrp,12,12 - 14,D,,投げ,,,,,,投げ抜け不能,居反中にlprplpでパワーアップ,,,
02883,114,220,006,居反肘落とし脇固め,いぞりひじおとしわきがため,居反肘落とし中にrp,12,12 - 14,D,,投げ,4,,,,,投げ抜け不能,居反肘落とし中にrplplkでパワーアップ,,,
02884,115,220,006,膝十字固め,ひざじゅうじがため,相手に左側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),4,,,,,投げ抜けlp,,,,
02885,116,220,006,引き回し,ひきまわし,相手に右側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けrp,,,,
02886,117,220,006,飛びつき前方回転逆三角絞め,とびつきぜんぽうかいてんぎゃくさんかくじめ,相手に背後から接近してwl(orwr),12,12 - 14,D,,投げ(上),4,,,,,投げ抜け不能,,,,
02887,118,220,006,肘打ち四方投げ,ひじうちしほうなげ,相手に接近してfcwl,11,11 - 11,D,-2,投げ(上),,,,,,投げ抜けlp,,,,
02888,119,220,006,裏裸絞め,うらはだかじめ,相手に接近してfcwr,11,11 - 11,D,-2,投げ(上),4,,,,,投げ抜けrp,,,,
02889,120,220,006,首刈り投げ,くびかりなげ,相手に接近してfjwp,12,12 - 12,D,0,投げ(上),,,,,,投げ抜けwp,やられ側横転受け身でダメージ軽減可,,,
02890,121,220,006,抱え込み肘打ち,かかえこみひじうち,相手に接近してfccmlp,12,12 - 12,D,-6,投げ(上),7,,,,,投げ抜けwp,,,,
02891,122,220,007,返し技,かえしわざ,相手の攻撃に合わせてbawl(orbawr),,,,,投げ,,,,,,,,,,
02892,123,220,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,TR,,,,2,,,,,,,,,
02893,124,220,069,掌握,しょうあく,相手に接近してfowr,13,13 - 13,0,-2,投げ(上),,,,,,orcrfcfowr,投げ抜けlp,,,
02894,125,220,069,立逆脇固め,たちぎゃくわきがため,掌握中にlp,,,D,-3,投げ,,,,,,投げ抜けlp,掌握中にlplklpでパワーアップ,,,
02895,126,220,069,裏閂鷹羽絞,うらかんぬきたかばじめ,立逆脇固め中にlp,,,D,-3,投げ,4,,,,,投げ抜けlp,立逆脇固め中にlklpwpでパワーアップ,,,
02896,127,220,069,捨逆脇固め,すてぎゃくわきがため,立逆脇固め中にrp,,,D,-3,投げ,4,,,,,投げ抜けrp,立逆脇固め中にrplplkrkwpでパワーアップ,,,
02897,128,220,069,腕挫腹固め,うでひしぎはらがため,掌握中にrp,,,D,-3,投げ,,,,,,投げ抜けrp,掌握中にrplkrkrpでパワーアップ,,,
02898,129,220,069,首捻顔固め,くびひねりかおがため,腕挫腹固め中にlp,,,D,-3,投げ,4,,,,,投げ抜けlp,腕挫腹固め中にlplprpwpでパワーアップ,,,
02899,130,220,069,股裂き腕十字固め,またさきうでじゅうじがため,腕挫腹固め中にrp,,,D,-3,投げ,4,,,,,投げ抜けrp,腕挫腹固め中にlprprklkwlでパワーアップ,,,
02900,131,220,069,背負い逆十字固め,せおいぎゃくじゅうじがため,掌握中にwp,,,D,-3,投げ,4,,,,,投げ抜けwp,掌握中にlkrklkwpでパワーアップ,,,
02901,132,220,070,蟹挟み,かにばさみ,相手に接近してfowl,13,13 - 13,D,-2,投げ(上),,,,,,orcrfcfowl,投げ抜けlp,,,
02902,133,220,070,前転腕十字固め,ぜんてんうでじゅうじがため,蟹挟み中にlp,,,D,,投げ,4,,,,,投げ抜けlp,蟹挟み中にlkrkwpでパワーアップ,,,
02903,134,220,070,アキレス腱固め,アキレスけんがため,蟹挟み中にrp,,,D,,投げ,,,,,,投げ抜けrp,蟹挟み中にrkrpwpでパワーアップ,,,
02904,135,220,070,膝十字固め,ひざじゅうじがため,アキレス腱固め中にlp,,,D,-9,投げ,4,,,,,投げ抜けlp,アキレス腱固め中にrklkwrでパワーアップ,,,
02905,136,220,070,回転アキレス腱固め,かいてんアキレスけんがため,アキレス腱固め中にrp,,,D,-9,投げ,4,,,,,投げ抜けrp,アキレス腱固め中にlplkwlwpでパワーアップ,,,
02906,137,220,071,失脚,しっきゃく,相手に接近してcrbcahwl,12,12 - 12,6,,投げ(上),8,,,,,orcrbcahwr,投げ抜け不能,,,
02907,138,220,071,立逆脇固め,たちぎゃくわきがため,失脚中にlp,,,D,-3,投げ,,,,,,投げ抜けlp,失脚中にlplklpでパワーアップ,,,
02908,139,220,071,裏閂鷹羽絞,うらかんぬきたかばじめ,立逆脇固め中にlp,,,D,-3,投げ,4,,,,,投げ抜けlp,立逆脇固め中にlklpwpでパワーアップ,,,
02909,140,220,071,捨逆脇固め,すてぎゃくわきがため,立逆脇固め中にrp,,,D,-3,投げ,4,,,,,投げ抜けrp,立逆脇固め中にrplplkrkwpでパワーアップ,,,
02910,141,220,071,万歳固め,ばんざいがため,失脚中にrp,,,D,-3,投げ,,,,,,投げ抜けrp,失脚中にrplpwpでパワーアップ,,,
02911,142,220,071,首捻顔固め,くびひねりかおがため,万歳固め中にlp,,,D,-3,投げ,4,,,,,投げ抜けlp,万歳固め中にlplprpwpでパワーアップ,,,
02912,143,220,071,股裂き腕十字固め,またさきうでじゅうじがため,万歳固め中にrp,,,D,-3,投げ,4,,,,,投げ抜けrp,万歳固め中にlprprklkwlでパワーアップ,,,
02913,144,220,008,エンプレスヒール,,(相手ダウン中に)crwk,17,17 - 18,D,-17,下,,,,,,,,,,
02914,1,230,173,ヒート中にできること１（共通）,,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,,,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
02915,2,230,173,ヒート中にできること２（共通）,,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
02916,3,230,173,ヒート中にできること３（共通）,,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート状態でLB(orij),,,,
02917,4,230,173,ヒート中にできること４（固有）,,一部のホールド技が通常より短時間の入力で最大ホールドの性能となる,,,,,,,,,,,bclprpホールドなど,,,,
02918,5,230,173,ヒート中にできること５（固有）,,パワーアップしたベアロールが使用可能,,,,,,,,,,,しゃがんだ状態でwp、ベアロール中にlpなど,,,,
02919,6,230,173,ヒート中にできること６（固有）,,熊猫流星連脚、熊猫跳腿が使用可能,,,,,,,,,,,fjwk、bcwl,,,,
02920,7,230,001,ヒートバースト,,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,,,
02921,8,230,001,熊剛掌破,くまごうしょうは,wp,13,13 - 13,18,-13,中,6,8,5,,,,,,,
02922,9,230,001,ベアピッチャー,,balp,22,22 - 23,D,-13,中,6,5,3,,,balpxn(orwk)でハンティングスタイルへ(ヒート発動時、ヒートダッシュ発動時は移行しない),相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,,
02923,10,230,001,メガトンクロー・デュオ,,crfcforplp,18,18 - 19,D,-14,中中,6,5,,,,,,,,
02924,11,230,001,ラビットベア,,fofodkwp,20,20 - 24,D,3,中,6,5,,,,ガード時削りダメージあり,fofodkwpxn(orwk)でハンティングスタイルへ(ヒート発動時、ヒートダッシュ発動時は移行しない),,,
02925,12,230,001,ベアタックル,,ハンティングスタイル(wkなど)中にwk,25,25 - 30,D,-12,中,6,5,3,,,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,,,
02926,13,230,001,熊猫跳腿,ぱんだちょうたい,ヒート状態でbcwl(orbcwr),15,15 - 15,12,,投げ(上),,,,,,投げ抜け不能,ヒートの残り時間を消費する,,,
02927,14,230,001,熊猫流星連脚,ぱんだりゅうせいれんきゃく,ヒート状態でfjwk,16,16 - 17,D,12,中中中,7,,,,,ベアロール中も使用可,ベアシットへ,ヒート状態の残り時間を消費する,,
02928,15,230,001,熊猫必殺スーパーアタック,ぱんだひっさつスーパーアタック,ヒート状態でij,15,15 - 16,D,7,中中,7,,,,,ハンティングスタイル中も使用可,ヒートスマッシュ,ヒット時投げへ,ガード時ijdkでベアロールへ,ijxn(orwk)でハンティングスタイルへ
02929,16,230,002,危機一髪！ 熊猫架推掌,ききいっぱつ！ ぱんだかすいしょう,レイジ状態でfcwp,20,20 - 20,D,-15,中,3,4,,,,レイジアーツ,ヒット時相手の回復可能ゲージを消す,,,
02930,17,230,003,ベアヘブンキャノン,,lplplp,10,10 - 10,TR,-16,上中中,2,,,,,2発目ヒット時KS,2発目空中ヒット時FB,,,
02931,18,230,003,アングリーランバージャック,,lprp,10,10 - 10,D,-5,上上,6,,,,,ガード時削りダメージあり,,,,
02932,19,230,003,ベアコンボ・ミドル,,rplprp,10,10 - 10,浮,-14,上中中,,,,,,,,,,
02933,20,230,003,ベアコンボ・ロー,,rplplk,10,10 - 10,-2,-13,上中下,,,,,,,,,,
